Emoji	Name	Group	Subgroup	Code Point	Code	Status
🦹	Supervillain	People & Body	Person Fantasy	1F9B9	E11.0	Fully Qualified
🦹🏻	Supervillain: Light skin tone	People & Body	Person Fantasy	1F9B9 1F3FB	E11.0	Fully Qualified
🦹🏼	Supervillain: Medium-light skin tone	People & Body	Person Fantasy	1F9B9 1F3FC	E11.0	Fully Qualified
🦹🏽	Supervillain: Medium skin tone	People & Body	Person Fantasy	1F9B9 1F3FD	E11.0	Fully Qualified
🦹🏾	Supervillain: Medium-dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FE	E11.0	Fully Qualified
🦹🏿	Supervillain: Dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FF	E11.0	Fully Qualified
🦹‍♂️	Man supervillain	People & Body	Person Fantasy	1F9B9 200D 2642 FE0F	E11.0	Fully Qualified
🦹‍♂	Man supervillain	People & Body	Person Fantasy	1F9B9 200D 2642	E11.0	Minimally Qualified
🦹🏻‍♂️	Man supervillain: Light skin tone	People & Body	Person Fantasy	1F9B9 1F3FB 200D 2642 FE0F	E11.0	Fully Qualified
🦹🏻‍♂	Man supervillain: Light skin tone	People & Body	Person Fantasy	1F9B9 1F3FB 200D 2642	E11.0	Minimally Qualified
🦹🏼‍♂️	Man supervillain: Medium-light skin tone	People & Body	Person Fantasy	1F9B9 1F3FC 200D 2642 FE0F	E11.0	Fully Qualified
🦹🏼‍♂	Man supervillain: Medium-light skin tone	People & Body	Person Fantasy	1F9B9 1F3FC 200D 2642	E11.0	Minimally Qualified
🦹🏽‍♂️	Man supervillain: Medium skin tone	People & Body	Person Fantasy	1F9B9 1F3FD 200D 2642 FE0F	E11.0	Fully Qualified
🦹🏽‍♂	Man supervillain: Medium skin tone	People & Body	Person Fantasy	1F9B9 1F3FD 200D 2642	E11.0	Minimally Qualified
🦹🏾‍♂️	Man supervillain: Medium-dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FE 200D 2642 FE0F	E11.0	Fully Qualified
🦹🏾‍♂	Man supervillain: Medium-dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FE 200D 2642	E11.0	Minimally Qualified
🦹🏿‍♂️	Man supervillain: Dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FF 200D 2642 FE0F	E11.0	Fully Qualified
🦹🏿‍♂	Man supervillain: Dark skin tone	People & Body	Person Fantasy	1F9B9 1F3FF 200D 2642	E11.0	Minimally Qualified
🦹‍♀️	Woman supervillain	People & Body	Person Fantasy	1F9B9 200D 2640 FE0F	E11.0	Fully Qualified
🦹‍♀	Woman supervillain	People & Body	Person Fantasy	1F9B9 200D 2640	E11.0	Minimally Qualified
🦹🏻‍♀️	Woman supervillain: Light skin tone	People & Body	Person Fantasy	1F9B9 1F3FB 200D 2640 FE0F	E11.0	Fully Qualified
